us_state,county,poverty_estimate,poverty_percentage
IA,Clarke,1012,11.01
KS,Jackson,1440,11.01
ME,Hancock,5914,11.01
MN,Mille Lacs,2782,11.01
MN,Stearns,16561,11.01
MT,Flathead,10824,11.01
MT,Sheridan,372,11.01
NV,Carson City,5679,11.01
OH,Champaign,4190,11.01
OR,Yamhill,11056,11.01
TN,Cheatham,4380,11.01
TX,Borden,74,11.01
AR,Lonoke,8011,11.1
ID,Oneida,483,11.1
IL,Stark,593,11.1
IN,Decatur,2905,11.1
IA,Franklin,1108,11.1
KS,Ness,309,11.1
LA,St. Tammany,28338,11.1
MA,Bristol,60780,11.1
MI,Antrim,2564,11.1
MI,Shiawassee,7467,11.1
MN,Martin,2174,11.1
MN,Rice,6499,11.1
MO,Clinton,2229,11.1
NV,Lander,628,11.1
NV,Washoe,50261,11.1
NC,Cabarrus,22816,11.1
ND,McHenry,646,11.1
OH,Belmont,7114,11.1
OH,Logan,4951,11.1
OH,Sandusky,6477,11.1
OK,Harper,415,11.1
PA,Beaver,18164,11.1
TX,Wise,7211,11.1
WI,Winnebago,18076,11.1
WY,Natrona,8631,11.1
FL,Seminole,51321,11.2
IL,Henderson,753,11.2
IN,Benton,952,11.2
IN,Clay,2891,11.2
KS,Chase,282,11.2
KS,Comanche,191,11.2
KS,Edwards,318,11.2
KS,Morris,601,11.2
KS,Pratt,1026,11.2
KS,Wallace,168,11.2
KY,Meade,3127,11.2
MI,Macomb,96264,11.2
MN,Itasca,4955,11.2
MN,Watonwan,1193,11.2
NE,Antelope,704,11.2
NE,Furnas,525,11.2
NY,Wyoming,4128,11.2
OH,Morrow,3849,11.2
OR,Gilliam,205,11.2
PA,Allegheny,132929,11.2
SC,York,29456,11.2
SD,Codington,3114,11.2
UT,Washington,18252,11.2
AK,Matanuska-Susitna,11768,11.3
IA,Scott,19061,11.3
MN,Cottonwood,1256,11.3
NY,Albany,33186,11.3
NC,Iredell,19691,11.3
PA,Snyder,4311,11.3
SD,Custer,957,11.3
TN,Dickson,5893,11.3
VA,Campbell,6157,11.3
VA,Madison,1488,11.3
VA,Suffolk city,10067,11.3
WA,Skagit,14061,11.3
WI,Dane,59174,11.3
WI,Price,1493,11.3
AK,Haines,288,11.4
CO,Chaffee,2073,11.4
CO,Morgan,3127,11.4
IL,Lee,3589,11.4
IA,Hardin,1856,11.4
KS,Ottawa,652,11.4
LA,Livingston,15669,11.4
LA,St. Charles,5953,11.4
ME,Lincoln,3827,11.4
NE,Douglas,62619,11.4
NE,Lancaster,33985,11.4
NJ,Mercer,40622,11.4
NC,Mecklenburg,120634,11.4
OH,Ashland,5837,11.4
OH,Van Wert,3147,11.4
SD,Clark,391,11.4
SD,Yankton,2351,11.4
TX,Reagan,419,11.4
VA,Amelia,1466,11.4
VA,Giles,1900,11.4
WI,Kenosha,18729,11.4
WI,Monroe,5093,11.4
CA,Orange,362109,11.5
CT,Windham,12818,11.5
GA,Jackson,7670,11.5
IL,Carroll,1647,11.5
IA,Keokuk,1154,11.5
IA,Poweshiek,1916,11.5
KS,Ellsworth,613,11.5
KS,Sheridan,286,11.5
KS,Thomas,853,11.5
MN,Hubbard,2387,11.5
MN,Swift,1063,11.5
MO,Cooper,1849,11.5
NE,Burt,736,11.5
NE,Dawson,2688,11.5
NE,Jefferson,811,11.5
NE,Nuckolls,483,11.5
NV,Churchill,2747,11.5
NY,Rensselaer,17698,11.5
NC,Buncombe,28715,11.5
SD,Hutchinson,784,11.5
TX,Bastrop,9462,11.5
TX,Dallam,826,11.5
TX,Travis,139071,11.5
CO,Kit Carson,823,11.6
IL,Ford,1482,11.6
IN,Greene,3696,11.6
IN,Marshall,5290,11.6
IA,Henry,2125,11.6
IA,Monona,988,11.6
IA,Taylor,707,11.6
KS,Kiowa,271,11.6
KS,Phillips,612,11.6
KS,Trego,326,11.6
KS,Wichita,242,11.6
MI,Ionia,6823,11.6
MN,Polk,3536,11.6
NE,Box Butte,1241,11.6
NE,Garfield,229,11.6
NE,Lincoln,4008,11.6
NE,Thayer,567,11.6
OK,Cleveland,31096,11.6
TN,Robertson,8070,11.6
TX,McMullen,89,11.6
TX,Tarrant,234362,11.6
VT,Windham,4827,11.6
WI,Douglas,4859,11.6
WI,Dunn,4789,11.6
WI,Shawano,4664,11.6
CO,Archuleta,1549,11.7
FL,Collier,43075,11.7
ID,Bear Lake,698,11.7
IL,De Witt,1823,11.7
IL,Hancock,2079,11.7
IL,Warren,1881,11.7
IA,Jackson,2229,11.7
KS,Osage,1812,11.7
KS,Republic,535,11.7
KS,Shawnee,20386,11.7
MI,Monroe,17416,11.7
MN,Becker,3909,11.7
MO,Cole,8399,11.7
MT,Treasure,79,11.7
NE,Banner,87,11.7
NE,Cherry,673,11.7
NE,Sherman,353,11.7
NH,Coos,3415,11.7
NJ,Camden,58696,11.7
NY,Washington,6823,11.7
NC,Alexander,4182,11.7
PA,Berks,47405,11.7
SC,Berkeley,25085,11.7
SC,Lexington,33761,11.7
TN,Marshall,3814,11.7
TX,Crane,541,11.7
TX,Moore,2551,11.7
VA,Craig,590,11.7
CA,Inyo,2087,11.8
FL,Lee,85844,11.8
FL,Monroe,8963,11.8
FL,Palm Beach,170868,11.8
GA,Douglas,16770,11.8
IL,Schuyler,817,11.8
IA,Crawford,1974,11.8
IA,Floyd,1827,11.8
KS,Lincoln,351,11.8
KS,Saline,6313,11.8
KS,Sumner,2687,11.8
MD,Garrett,3377,11.8
MI,Menominee,2683,11.8
MN,Freeborn,3526,11.8
MT,Valley,864,11.8
NE,Nance,411,11.8
ND,Hettinger,273,11.8
ND,Pierce,454,11.8
OH,Portage,18263,11.8
TX,Clay,1218,11.8
VT,Lamoille,2902,11.8
WV,Berkeley,13394,11.8
WI,Clark,4013,11.8
AL,Limestone,10830,11.9
CA,Monterey,49860,11.9
CA,San Diego,385479,11.9
CA,San Luis Obispo,31826,11.9
DE,Sussex,26370,11.9
IL,Jasper,1128,11.9
KS,Rawlins,291,11.9
MO,Atchison,615,11.9
MO,Gasconade,1713,11.9
MT,Cascade,9411,11.9
NY,Richmond,56434,11.9
NC,Brunswick,15429,11.9
OK,Major,903,11.9
PA,Wyoming,3176,11.9
TX,Bandera,2627,11.9
TX,Hansford,640,11.9
VA,Appomattox,1855,11.9
WI,Portage,7973,11.9
WY,Carbon,1723,11.9
AL,Elmore,9151,12.01
FL,Flagler,13137,12.01
GA,Barrow,9401,12.01
GA,Catoosa,7905,12.01
GA,Morgan,2196,12.01
ID,Nez Perce,4727,12.01
IN,Putnam,3921,12.01
IN,Rush,1965,12.01
KS,Clark,232,12.01
KS,Geary,3931,12.01
KS,Mitchell,700,12.01
KY,Kenton,19618,12.01
MI,Cass,6065,12.01
MI,Otsego,2891,12.01
MN,Clay,7264,12.01
MO,Moniteau,1757,12.01
MT,Prairie,130,12.01
NE,Hall,7247,12.01
NY,Livingston,6966,12.01
NY,Seneca,3810,12.01
ND,McIntosh,300,12.01
OH,Pickaway,6355,12.01
SD,Haakon,228,12.01
SD,Miner,259,12.01
TX,Galveston,39606,12.01
TX,Yoakum,1020,12.01
VA,Charles City,835,12.01
WA,Benton,23587,12.01
WA,Skamania,1410,12.01
WI,La Crosse,13535,12.01
ID,Boise,875,12.1
IN,Montgomery,4510,12.1
IN,Perry,2130,12.1
IA,Cass,1550,12.1
IA,Davis,1072,12.1
KS,Kingman,863,12.1
KS,Rush,367,12.1
KY,Marshall,3739,12.1
MI,Dickinson,3022,12.1
MN,Aitkin,1880,12.1
MN,Faribault,1618,12.1
NE,Adams,3658,12.1
NE,Brown,363,12.1
NE,Custer,1301,12.1
NE,Valley,501,12.1
NY,Wayne,10866,12.1
ND,Slope,93,12.1
PA,Dauphin,32684,12.1
PA,Schuylkill,16381,12.1
SD,Douglas,338,12.1
SD,Marshall,556,12.1
TN,Blount,15425,12.1
TX,Lavaca,2365,12.1
WI,Florence,520,12.1
WI,Rock,19338,12.1
WY,Hot Springs,556,12.1
AK,North Slope,1182,12.2
AR,Grant,2185,12.2
CA,Colusa,2633,12.2
CA,Tuolumne,6205,12.2
CO,Lake,933,12.2
FL,Pinellas,115990,12.2
IL,Logan,3032,12.2
IL,Scott,602,12.2
IN,Fulton,2399,12.2
IA,Fremont,833,12.2
KS,Barber,554,12.2
KY,Hancock,1065,12.2
MI,Keweenaw,255,12.2
MN,Lyon,3027,12.2
MN,Pine,3355,12.2
MT,Granite,405,12.2
MT,Powder River,209,12.2
NE,Deuel,227,12.2
NE,Wayne,1030,12.2
NM,Santa Fe,17838,12.2
NY,Queens,285222,12.2
NC,Davie,5117,12.2
OR,Clatsop,4715,12.2
OR,Sherman,214,12.2
PA,Juniata,2940,12.2
PA,Union,4445,12.2
TX,Hays,25221,12.2
TX,Sterling,153,12.2
WI,Waushara,2819,12.2
WY,Big Horn,1433,12.2
GA,Walton,11157,12.3
IA,Adams,451,12.3
KS,Grant,912,12.3
KS,Norton,566,12.3
KS,Rice,1104,12.3
MN,Big Stone,602,12.3
MO,Callaway,5033,12.3
NE,Keith,982,12.3
ND,Ramsey,1352,12.3
OR,Columbia,6326,12.3
PA,Bedford,5864,12.3
SD,Walworth,661,12.3
TX,Ochiltree,1233,12.3
VT,Bennington,4201,12.3
VA,King and Queen,862,12.3
WA,Wahkiakum,518,12.3
WI,Bayfield,1826,12.3
AK,Wrangell City and,310,12.4
FL,Brevard,72303,12.4
IA,Calhoun,1120,12.4
ME,Androscoggin,12975,12.4
ME,Kennebec,14707,12.4
MI,St. Clair,19533,12.4
NY,Niagara,25656,12.4
NC,Stanly,7367,12.4
OH,Erie,9065,12.4
OK,Beaver,650,12.4
OK,Logan,5571,12.4
PA,Lehigh,44362,12.4
PA,Mercer,13040,12.4
SC,Greenville,61200,12.4
UT,Millard,1582,12.4
UT,Sevier,2601,12.4
VA,Floyd,1939,12.4
WI,Crawford,1908,12.4
CO,Denver,86353,12.5
GA,Camden,6375,12.5
ID,Bingham,5670,12.5
IN,Martin,1251,12.5
IN,Pulaski,1538,12.5
IA,Montgomery,1239,12.5
KS,Osborne,437,12.5
MO,Lafayette,3977,12.5
MT,Ravalli,5275,12.5
NE,Greeley,288,12.5
NY,Lewis,3267,12.5
NC,Catawba,19427,12.5
NC,Lincoln,10218,12.5
NC,Polk,2529,12.5
PA,Carbon,7871,12.5
TN,Hamilton,44007,12.5
TX,Mason,527,12.5
TX,Sherman,378,12.5
VA,Highland,275,12.5
CA,Santa Cruz,33262,12.6
CO,Boulder,39084,12.6
FL,Lake,43020,12.6
KS,Cloud,1074,12.6
LA,Ascension,15316,12.6
MI,Branch,5219,12.6
MI,Delta,4436,12.6
MO,Macon,1880,12.6
NE,Boyd,242,12.6
NE,Knox,1034,12.6
NE,Nemaha,813,12.6
NY,Cayuga,9246,12.6
NY,Chenango,5910,12.6
NC,Granville,7037,12.6
NC,Pender,7548,12.6
PA,Fulton,1821,12.6
PA,Somerset,8795,12.6
TN,Loudon,6496,12.6
TN,Sevier,12135,12.6
VA,Pittsylvania,7601,12.6
VA,Rockbridge,2787,12.6
VA,Winchester city,3395,12.6
WA,Lincoln,1322,12.6
ID,Cassia,2954,12.7
IN,Jackson,5467,12.7
IA,Marshall,4927,12.7
KS,Ford,4273,12.7
MN,Koochiching,1559,12.7
MN,Norman,818,12.7
MO,Chariton,920,12.7
MT,Fergus,1396,12.7
MT,Judith Basin,249,12.7
NE,Buffalo,6052,12.7
NE,Dakota,2525,12.7
NE,Johnson,524,12.7
NE,McPherson,63,12.7
NY,Greene,5620,12.7
OK,Grant,545,12.7
PA,Mifflin,5810,12.7
TX,Hardin,7175,12.7
TX,Lee,2124,12.7
UT,Uintah,4434,12.7
VA,Amherst,3855,12.7
WA,Jefferson,3886,12.7
WV,Ohio,5072,12.7
WI,Burnett,1928,12.7
AL,Blount,7343,12.8
AL,Madison,44979,12.8
AK,Southeast Fairbanks,872,12.8
CO,Dolores,263,12.8
FL,St. Lucie,39839,12.8
ID,Lincoln,675,12.8
IL,Livingston,4330,12.8
IN,Henry,5739,12.8
IN,Jennings,3469,12.8
IA,Buena Vista,2458,12.8
KS,Cheyenne,334,12.8
KS,Graham,316,12.8
KS,Jewell,361,12.8
KS,Smith,458,12.8
KY,Hardin,13394,12.8
MD,Kent,2312,12.8
MI,Van Buren,9501,12.8
MN,Nobles,2768,12.8
MO,Johnson,6393,12.8
NY,Schenectady,19369,12.8
NY,Steuben,12161,12.8
OH,Harrison,1916,12.8
OH,Tuscarawas,11589,12.8
OK,Noble,1424,12.8
SD,Davison,2424,12.8
SD,Perkins,374,12.8
TN,Montgomery,25124,12.8
TX,Jeff Davis,281,12.8
TX,Oldham,238,12.8
VA,Surry,833,12.8
WI,Marquette,1941,12.8
WI,Washburn,1993,12.8
CA,Riverside,309235,12.9
CO,Montrose,5312,12.9
CO,Washington,613,12.9
FL,Wakulla,3746,12.9
GA,Jones,3641,12.9
ID,Elmore,3384,12.9
IL,Hamilton,1046,12.9
IL,Iroquois,3538,12.9
IL,Rock Island,18069,12.9
IL,Whiteside,7110,12.9
IN,Fountain,2091,12.9
IA,Pocahontas,862,12.9
MI,Washtenaw,44394,12.9
MT,Carter,155,12.9
MT,Park,2087,12.9
OH,Summit,68434,12.9
OH,Wayne,14456,12.9
PA,Armstrong,8359,12.9
PA,Lycoming,13968,12.9
PA,Wayne,6117,12.9
SD,Jerauld,247,12.9
SD,Pennington,13866,12.9
TX,Fannin,4047,12.9
TX,Hutchinson,2715,12.9
TX,Llano,2704,12.9
TX,Washington,4248,12.9
VA,Lancaster,1365,12.9
WA,Asotin,2867,12.9
WY,Goshen,1572,12.9
AZ,Pinal,52566,13.01
CO,Yuma,1276,13.01
FL,Pasco,67635,13.01
GA,Houston,19675,13.01
ID,Payette,2992,13.01
IA,Mahaska,2809,13.01
KS,Hamilton,343,13.01
KS,Pawnee,737,13.01
MI,Alger,1057,13.01
MI,St. Joseph,7807,13.01
MN,Traverse,416,13.01
MO,Pulaski,5469,13.01
MT,Custer,1465,13.01
NE,Richardson,1011,13.01
NE,Webster,440,13.01
OH,Carroll,3518,13.01
OH,Clinton,5314,13.01
SD,Brookings,3998,13.01
TN,Lincoln,4356,13.01
TN,Smith,2516,13.01
TX,Andrews,2293,13.01
TX,Cooke,5104,13.01
WA,Whatcom,28131,13.01
WV,Morgan,2277,13.01
CA,Calaveras,5904,13.1
FL,Broward,252288,13.1
IN,Allen,47818,13.1
ME,Waldo,5111,13.1
NE,Frontier,328,13.1
NE,Madison,4432,13.1
NY,Otsego,7227,13.1
ND,Kidder,323,13.1
ND,Logan,241,13.1
PA,Susquehanna,5326,13.1
SD,Bon Homme,727,13.1
TX,Van Zandt,7118,13.1
VA,Staunton city,3072,13.1
WV,Pleasants,889,13.1
WI,Barron,5822,13.1
WI,Richland,2242,13.1
CA,Sutter,12628,13.2
CO,Custer,621,13.2
DE,Kent,22671,13.2
GA,Bartow,13667,13.2
ID,Fremont,1661,13.2
IL,Clay,1721,13.2
KS,Finney,4794,13.2
KS,Sherman,764,13.2
KS,Stafford,542,13.2
LA,Cameron,909,13.2
MO,Newton,7517,13.2
NE,Pawnee,342,13.2
OK,Grady,7074,13.2
TX,Lampasas,2742,13.2
UT,Emery,1324,13.2
VA,Nelson,1959,13.2
WV,Brooke,2864,13.2
GA,Habersham,5585,13.3
GA,Hall,25982,13.3
GA,Monroe,3446,13.3
GA,White,3826,13.3
IL,Bond,1993,13.3
IL,Cass,1635,13.3
IN,Lawrence,5979,13.3
IN,Vermillion,2026,13.3
IN,Wabash,3913,13.3
KS,Anderson,1027,13.3
MD,Washington,19017,13.3
MI,Jackson,19950,13.3
MI,Mason,3798,13.3
MN,Todd,3221,13.3
MO,Howard,1259,13.3
NE,Scotts Bluff,4733,13.3
NJ,Salem,8215,13.3
NY,Rockland,43147,13.3
NC,Carteret,9050,13.3
OR,Crook,3062,13.3
OR,Union,3391,13.3
PA,Bradford,7956,13.3
PA,Lawrence,11300,13.3
SC,Charleston,51780,13.3
TX,Coke,432,13.3
TX,Kent,94,13.3
TX,Kerr,6597,13.3
TX,Martin,743,13.3
TX,Parmer,1296,13.3
UT,Duchesne,2625,13.3
VA,Franklin,7338,13.3
WA,Chelan,10059,13.3
WI,Jackson,2552,13.3
WI,Marinette,5255,13.3
AL,Autauga,7390,13.4
AR,Faulkner,15941,13.4
DE,New Castle,72551,13.4
GA,Newton,14236,13.4
GA,Oglethorpe,1965,13.4
IN,Clinton,4185,13.4
IN,Daviess,4340,13.4
IA,Clinton,6207,13.4
IA,Fayette,2540,13.4
IA,Woodbury,13330,13.4
KS,Reno,7927,13.4
KY,Mercer,2850,13.4
MI,Huron,4122,13.4
NC,Orange,18210,13.4
NC,Yadkin,5022,13.4
OH,Richland,15169,13.4
OK,Love,1328,13.4
TX,Grayson,17242,13.4
TX,Lipscomb,448,13.4
WA,Douglas,5578,13.4
WA,Franklin,11904,13.4
WY,Niobrara,290,13.4
AL,St. Clair,11644,13.5
AZ,Maricopa,570402,13.5
GA,Banks,2511,13.5
ID,Gem,2315,13.5
ID,Twin Falls,11332,13.5
IL,Adams,8608,13.5
IL,Morgan,4197,13.5
IN,Washington,3707,13.5
IA,Des Moines,5218,13.5
KY,Trimble,1144,13.5
LA,West Baton Rouge,3471,13.5
ME,Oxford,7636,13.5
MI,Iron,1458,13.5
MI,Manistee,3110,13.5
MI,Wexford,4425,13.5
MO,Linn,1620,13.5
MO,Monroe,1146,13.5
MT,Teton,796,13.5
NE,Thomas,97,13.5
NC,Onslow,23452,13.5
OH,Lorain,40404,13.5
OK,Dewey,645,13.5
OK,Ellis,527,13.5
OR,Wallowa,937,13.5
PA,Columbia,8348,13.5
SD,Sanborn,317,13.5
TX,Ector,20860,13.5
TX,Tom Green,15211,13.5
WA,Columbia,537,13.5
CO,Cheyenne,244,13.6
CO,San Juan,97,13.6
GA,Fannin,3409,13.6
IL,Christian,4270,13.6
IA,Lucas,1148,13.6
MO,Camden,6139,13.6
OH,Seneca,7146,13.6
SC,Lancaster,12319,13.6
SD,Lawrence,3331,13.6
TN,Humphreys,2478,13.6
TX,Coryell,8556,13.6
VA,Essex,1482,13.6
VA,Middlesex,1406,13.6
WA,Walla Walla,7607,13.6
WV,Mineral,3590,13.6
WI,Grant,6385,13.6
AL,Lauderdale,12395,13.7
CA,Sierra,404,13.7
CO,Jackson,189,13.7
ID,Bonner,5920,13.7
ID,Jerome,3222,13.7
IL,Mason,1842,13.7
IN,Jefferson,4108,13.7
KY,Franklin,6663,13.7
ME,Franklin,3950,13.7
NE,Dodge,4829,13.7
NE,Franklin,406,13.7
NE,Hitchcock,384,13.7
NY,Clinton,10146,13.7
NY,Onondaga,61647,13.7
NY,Ulster,23481,13.7
SC,Spartanburg,41025,13.7
SD,Butte,1366,13.7
SD,Jones,128,13.7
TX,Hopkins,4950,13.7
TX,Orange,11526,13.7
UT,Wayne,372,13.7
VA,Bland,772,13.7
AL,Cullman,11256,13.8
AR,Washington,30938,13.8
GA,Towns,1439,13.8
IL,Crawford,2404,13.8
IL,Edgar,2344,13.8
IL,Macoupin,6152,13.8
IL,Wabash,1572,13.8
IN,Cass,5129,13.8
MD,Caroline,4499,13.8
MI,Alpena,3865,13.8
MN,Winona,6485,13.8
MO,Daviess,1123,13.8
MO,Jackson,94910,13.8
MO,Taney,7401,13.8
MT,Beaverhead,1238,13.8
NE,Arthur,63,13.8
NE,Kimball,489,13.8
NV,Lincoln,678,13.8
NV,White Pine,1131,13.8
OR,Wasco,3567,13.8
PA,Luzerne,42326,13.8
TX,Bell,46542,13.8
VA,Wythe,3959,13.8
AZ,Yavapai,31166,13.9
AR,Baxter,5650,13.9
GA,Lumpkin,4156,13.9
KY,Grant,3391,13.9
MO,Caldwell,1227,13.9
MO,Carroll,1208,13.9
MO,Holt,596,13.9
MO,Maries,1215,13.9
NY,Schoharie,4186,13.9
NY,Schuyler,2464,13.9
NY,Yates,3311,13.9
ND,Emmons,450,13.9
OK,Woodward,2664,13.9
OR,Tillamook,3631,13.9
PA,Sullivan,826,13.9
PA,Warren,5377,13.9
TN,Fayette,5517,13.9
TN,Knox,62320,13.9
TX,King,41,13.9
VA,Washington,7308,13.9
WI,Vilas,2979,13.9
CA,Stanislaus,75614,14.01
CO,Kiowa,190,14.01
FL,Hernando,25773,14.01
FL,Osceola,48892,14.01
GA,Gordon,7877,14.01
IL,Wayne,2300,14.01
IN,Miami,4538,14.01
IA,Jefferson,2358,14.01
IA,Van Buren,1000,14.01
KY,Trigg,2011,14.01
MI,Hillsdale,6222,14.01
MI,Kalamazoo,35561,14.01
MN,Ramsey,74390,14.01
MS,Lee,11739,14.01
MO,Gentry,912,14.01
NV,Clark,305802,14.01
OK,Garfield,8404,14.01
SD,Fall River,910,14.01
TN,Tipton,8449,14.01
TX,Brewster,1298,14.01
TX,Callahan,1936,14.01
TX,Upton,505,14.01
VA,Buena Vista city,826,14.01
WA,Garfield,305,14.01
WI,Langlade,2624,14.01
CA,Sacramento,213232,14.1
GA,Rockdale,12585,14.1
ID,Minidoka,2917,14.1
IL,DeKalb,13876,14.1
IA,Lee,4621,14.1
KS,Linn,1355,14.1
KY,Clark,5009,14.1
KY,Jefferson,105999,14.1
MI,Montmorency,1280,14.1
MT,Petroleum,74,14.1
NJ,Hudson,96125,14.1
NC,Stokes,6373,14.1
TN,Cumberland,8237,14.1
TN,Jefferson,7304,14.1
VA,Fredericksburg city,3627,14.1
WA,Spokane,69334,14.1
CA,Santa Barbara,60921,14.2
ID,Bannock,11846,14.2
IL,Winnebago,39766,14.2
KS,Russell,968,14.2
KS,Sedgwick,72015,14.2
LA,Calcasieu,28177,14.2
MI,Missaukee,2100,14.2
MI,Tuscola,7375,14.2
OR,Morrow,1578,14.2
PA,Jefferson,6096,14.2
PA,Venango,7206,14.2
SD,Faulk,302,14.2
TX,Shackelford,469,14.2
UT,Sanpete,3861,14.2
WA,Kittitas,6185,14.2
AR,Cleveland,1167,14.3
CA,Plumas,2640,14.3
ID,Benewah,1297,14.3
IL,La Salle,15216,14.3
IL,Macon,14566,14.3
IN,Blackford,1679,14.3
IN,Jay,2942,14.3
IN,Parke,2194,14.3
KS,Atchison,2158,14.3
KY,Lyon,1008,14.3
ME,Penobscot,20627,14.3
MI,Cheboygan,3557,14.3
MI,Mackinac,1511,14.3
MT,Missoula,16351,14.3
NE,Morrill,678,14.3
NE,Rock,200,14.3
NE,Sheridan,737,14.3
NY,Herkimer,8679,14.3
OH,Stark,51852,14.3
OK,Washington,7277,14.3
OR,Jackson,30774,14.3
OR,Linn,17676,14.3
PA,Lackawanna,29008,14.3
PA,Northumberland,12580,14.3
SD,Brule,741,14.3
TX,Sutton,535,14.3
FL,Citrus,20654,14.4
GA,Gilmer,4376,14.4
ID,Lewis,557,14.4
IL,Madison,37768,14.4
IN,Orange,2750,14.4
KY,Simpson,2550,14.4
ME,Aroostook,9499,14.4
MI,Newaygo,6848,14.4
MO,Bates,2301,14.4
MT,Phillips,585,14.4
NJ,Atlantic,38092,14.4
NC,Alamance,22721,14.4
OK,Tulsa,91757,14.4
OR,Multnomah,114241,14.4
SC,Anderson,28083,14.4
SC,Kershaw,9309,14.4
